gl,bf,proper,dist,absmag,x,y,z
Gl 264.1A,,,16.5153,4.471,-3.294071,11.496254,-11.391485
Gl 134,,,16.5289,9.199,8.424485,9.874675,10.23339
Gl 322,,,16.5399,8.167,-4.564474,4.894553,15.125179
GJ 2095,,,16.5563,12.865,-10.529608,-1.797532,-12.648596
NN 3937,,,16.5563,14.415,-7.957852,-14.40496,-1.8113
NN 3082,,,16.5618,10.064,9.236835,3.116166,-13.388935
Gl 78,,,16.5673,10.704,14.375069,7.628197,-3.105387
Gl 560A,Alp Cir,,16.57,2.083,-5.319852,-4.563974,-15.014538
Gl 98B,,,16.6058,8.399,13.232437,9.950292,1.283302
Gl 907,,,16.6113,10.958,10.879867,-0.5677,12.539917
Gl 762,,,16.6113,11.068,3.044066,-6.943022,-14.780507
Gl 247,,,16.6279,7.486,-1.779394,8.03456,14.448215
Gl 905.2B,,,16.6362,11.795,13.989421,-0.988114,8.95052
NN 3481A,,,16.6417,8.304,-8.239831,13.158393,5.992333
GJ 1025,,,16.6667,12.211,16.03289,4.366583,-1.293033
NN 3142,,,16.6667,12.391,13.941914,9.132466,0.00136
Gl 101,,,16.6667,12.101,7.093138,5.513803,14.037959
Gl 130,,,16.6667,10.351,8.758778,9.770271,-10.284532
NN 3225,,,16.6667,13.851,9.755489,12.346393,5.49326
NN 3286,,,16.6667,12.991,5.137334,11.677967,-10.724355
NN 3514,,,16.6667,14.061,-5.393907,5.963871,14.598523
NN 3630,,,16.6667,12.741,-15.939141,4.86801,0.1585
NN 3659,,,16.6667,11.941,-15.62269,2.478047,-5.250689
NN 3672,,,16.6667,13.991,-16.487888,1.797289,-1.642624
NN 3681,,,16.6667,11.471,-16.066058,1.261711,4.250738
NN 3692,,,16.6667,12.501,-14.219878,0.421412,-8.68311
NN 3731A,,,16.6667,11.891,-16.450057,-2.159175,-1.585076
NN 3732B,,,16.6667,13.141,-16.450057,-2.159175,-1.585076
NN 3762,,,16.6667,14.371,-13.703998,-4.110447,8.548891
NN 3786,,,16.6667,12.491,-13.237018,-5.301987,-8.628395
NN 3878A,,,16.6667,14.391,-11.386686,-11.038607,5.126898
NN 3879B,,,16.6667,17.491,-11.385706,-11.039258,5.127839
GJ 2112A,,,16.6667,12.171,-9.364408,-11.381854,-7.780756
NN 3960,,,16.6667,11.941,-6.093315,-15.249213,2.848142
NN 4003,,,16.6667,12.731,-2.56712,-15.300772,6.088936
NN 4013,,,16.6667,9.831,-1.37983,-14.365147,-8.337715
NN 4113,,,16.6667,10.591,5.109151,-11.797012,10.606885
NN 4132,,,16.6667,12.291,8.496982,-14.142948,-2.357378
NN 4202,,,16.6667,12.901,13.294001,-9.853473,-1.98935
NN 4267,,,16.6667,11.791,6.032034,-2.96061,15.252156
Gl 291B,,,16.6722,5.06,-7.583378,14.29764,-4.004015
Gl 150.1A,,,16.6889,9.718,8.954618,13.245097,4.786689
Gl 57,,,16.7056,9.036,11.699304,4.34957,-11.103751
NN 3006,,,16.7084,11.055,6.835774,0.188543,-15.24491
Gl 245,56Psi5Aur,,16.7168,4.124,-2.452642,11.859259,11.523315
NN 3389,,,16.7224,5.254,-0.917305,15.265666,-6.764863
Gl 795A,,,16.7224,6.764,10.687579,-12.778973,1.449287
GJ 1222,,,16.7224,11.994,-0.412349,-16.577825,2.147129
NN 4385,,,16.7224,14.984,11.240971,-0.008954,12.380596
Gl 510,,,16.7448,9.921,-13.712258,-5.388558,-7.957485
GJ 1164B,,,16.7616,8.778,-14.88045,-3.174242,-7.031901
Gl 295,,,16.7673,5.848,-7.347041,12.657061,8.183309
GJ 1203,,,16.7701,11.007,-6.080691,-15.193805,3.661931
Gl 645,,,16.7785,10.316,-3.648022,-12.882012,-10.112555
,,,16.7842,9.645,-12.064354,-7.756904,-8.717291
Gl 8,11Bet Cas,Caph,16.7842,1.155,8.600014,0.344589,14.409503
Gl 143,,,16.8067,6.953,4.643275,5.889283,-15.041235
Gl 56.5,,,16.8095,6.042,3.619426,1.352983,16.359155
NN 4383,,,16.8152,10.651,16.664866,-0.105866,2.240977
GJ 1058,,,16.835,13.649,10.690281,12.976448,0.864244
GJ 1049,,,16.8435,8.348,6.826055,5.678155,-14.313176
Gl 155.1,,,16.8464,9.917,9.166296,14.110594,0.819361
Gl 727,,,16.8606,6.836,3.478461,-16.19554,3.143578
Gl 200B,,,16.8663,10.565,2.981911,16.575976,-0.904051
GJ 1095,,,16.8919,4.402,-3.726139,10.846756,12.402653
GJ 1042,,,16.8919,13.382,10.885831,7.025016,10.841322
Gl 414.1A,,,16.9033,9.78,-12.002049,2.588107,11.617697
NN 3205,,,16.9147,10.679,11.352731,12.417347,1.741281
Gl 540,,,16.9205,9.168,-2.342929,-1.467099,16.693229
Gl 168.2,,,16.9205,14.628,6.6007,14.521491,5.6445
Gl 786,,,16.9262,7.737,2.02083,-3.145545,16.508111
NN 3942,,,16.9291,9.097,-4.74787,-9.02922,13.510193
,,,16.9291,8.507,3.289652,-14.731332,-7.66554
Gl 486.1,,,16.9319,5.146,-15.018549,-3.246037,7.112877
Gl 895.4,,,16.9319,5.616,8.610871,-1.081312,14.538416
Gl 160,39    Tau,,16.9377,4.756,7.532952,13.778856,6.347496
Gl 414.1B,,,16.9463,10.675,-12.031945,2.594136,11.646756
NN 3173,,,16.9492,13.944,12.968689,10.736175,1.955264
NN 3241,,,16.9492,11.644,8.841322,12.566426,7.154813
NN 3328,,,16.9492,10.394,3.940965,16.434707,1.28242
NN 3482B,,,16.9492,9.854,-8.391559,13.401983,6.102784
NN 3545,,,16.9492,11.554,-6.001956,5.195452,-14.975287
NN 3599,,,16.9492,12.044,-13.910566,6.084125,7.533589
NN 3673,,,16.9492,11.964,-13.110795,1.404786,10.649367
NN 3684,,,16.9492,12.454,-5.778534,0.325652,15.930408
NN 3843,,,16.9492,12.004,-13.828217,-9.795183,-0.331952
Gl 781.3,,,16.9492,13.294,8.474862,-13.264712,-6.289689
GJ 1251,,,16.9492,12.674,2.351507,-3.116366,-16.499867
NN 4176A,,,16.9492,11.144,10.079882,-9.967484,9.290889
NN 4177B,,,16.9492,11.974,10.082975,-9.964728,9.29049
NN 4184,,,16.9492,10.984,11.482895,-10.051086,7.37524
NN 4219,,,16.9492,12.214,9.730952,-6.383863,12.321942
NN 4282,,,16.9492,11.264,15.531802,-6.166248,-2.831234
NN 4381,,,16.9492,11.494,13.240128,-0.125297,10.581054
Gl 709,,,16.9549,9.164,0.854877,-11.840578,12.104848
Gl 744,,,16.9549,5.004,3.853497,-12.829241,-10.39459
Gl 762.1,,,16.9607,5.453,3.423358,-8.150527,14.474748
NN 3759,,,16.9664,9.772,-7.378779,-2.023016,-15.143307
Gl 538,,,16.9837,5.12,-14.317802,-8.563868,3.178559
Gl 553,,,16.9866,8.249,-13.287475,-10.269291,-2.553644
Gl 507.1,,,16.9895,9.469,-13.343384,-4.834766,9.339093
Gl 728,,,17.001,8.018,3.432024,-15.852132,5.094962
Gl 330,,,17.0097,9.447,-11.628812,11.929173,3.433915
Gl 565,,,17.0271,6.654,-11.363815,-10.566787,-7.007774
Gl 886,,,17.0358,6.323,16.45298,-4.265825,-1.143461
NN 3289,,,17.0358,17.163,6.756827,15.601685,1.072948
GJ 1216,,,17.0358,13.323,-1.894286,-10.956715,12.90661
,,,17.059,9.9,-4.996343,-11.285048,-11.77683
NN 3414,,,17.0648,10.639,-2.385511,9.498812,13.974595
GJ 1102A,,,17.0648,15.529,-7.834021,15.008926,2.137221
GJ 1102B,,,17.0648,15.819,-7.832876,15.009382,2.138211
Gl 531,,,17.0794,6.208,-9.492941,-5.079295,-13.258322
GJ 1026B,,,17.094,11.236,15.445735,4.373378,5.874326
NN 4124,,,17.094,11.246,6.653259,-12.774865,9.205531
Gl 348B,,,17.0999,6.015,-13.51265,10.448045,-0.820578
Gl 864,,,17.1174,8.813,15.98315,-6.122451,-0.251449
Gl 905.2A,,,17.1262,11.942,14.400618,-1.016755,9.21345
Gl 17.1,,,17.1321,9.241,11.903672,1.110924,-12.271026
Gl 98A,,,17.1438,7.519,13.661346,10.272558,1.324855
Gl 108,Iot Hor,,17.1674,4.226,8.233473,7.066778,-13.303946
Gl 383,,,17.1821,8.755,-14.512588,7.383679,-5.485444
Gl 290,,,17.191,5.373,-1.412371,2.540472,16.94342
Gl 547,,,17.191,5.073,-13.937186,-10.056877,0.372487
Gl 347B,,,17.191,13.823,-13.477359,10.441717,-2.204956
NN 3248,,,17.2117,10.131,2.644602,4.095501,16.506834
Gl 606.2,15Rho CrB,,17.2354,4.208,-7.145594,-12.507816,9.463601
Gl 252,37    Gem,,17.2414,4.557,-3.723157,15.126311,7.388778
Gl 562,,,17.2414,8.047,-12.363218,-10.975422,4.895985
NN 3042,,,17.2414,10.527,11.931521,1.897085,12.300641
NN 3129,,,17.2414,13.087,14.413119,8.552415,4.047726
NN 3143,,,17.2414,12.397,11.870531,7.973806,9.631968
NN 3478,,,17.2414,9.027,-8.077131,13.181293,7.634091
GJ 1108B,,,17.2414,10.937,-7.727866,12.256985,9.344104
NN 3554,,,17.2414,12.837,-9.643058,7.961236,11.869963
GJ 2074,,,17.2414,13.717,-14.104139,9.694335,2.087828
GJ 1132,,,17.2414,12.317,-10.511813,5.19303,-12.641139
NN 3698A,,,17.2414,11.557,-16.742192,-0.049764,-4.118546
NN 3699B,,,17.2414,13.817,-16.742195,-0.048544,-4.118546
NN 3840,,,17.2414,11.577,-14.20925,-9.764117,-0.158432
NN 3848,,,17.2414,14.227,-12.640864,-9.437931,6.957004
NN 3923,,,17.2414,11.827,-7.986084,-12.701653,8.494491
NN 4083,,,17.2414,11.347,2.53576,-11.261205,12.80707
GJ 1231,,,17.2414,13.977,4.525125,-14.739853,7.7153
NN 4105,,,17.2414,10.827,4.362378,-13.329886,10.027446
NN 4143,,,17.2414,10.607,9.443308,-13.636215,4.705681
Gl 641,,,17.2503,5.466,-4.973027,-16.518348,-0.007955
GJ 2043A,,,17.2563,9.365,2.209188,16.475002,4.633973
GJ 1181A,,,17.2622,8.345,-13.223739,-7.25799,-8.392726
Gl 340A,,,17.2652,6.014,-11.526179,9.853777,8.254181
GJ 1209,,,17.2712,11.093,-3.972163,-16.041911,5.030498
Gl 820.1,,,17.2712,12.373,1.834951,-1.633752,-17.092615
,,,17.2801,7.152,-14.89052,-5.609453,-6.73857
,,,17.298,9.92,-4.665377,15.408235,-6.327823
Gl 580B,,,17.301,6.16,-11.469851,-12.946061,-0.408219
NN 3633,,,17.304,6.179,-16.506116,4.69307,2.225227
Gl 743.1A,Gam CrA,,17.304,3.039,3.945759,-13.231884,-10.428815
NN 3476,,,17.313,5.988,-3.584807,6.054352,-15.818785
Gl 28,,,17.328,6.166,13.027701,2.345295,11.181157
NN 3657,,,17.331,13.946,-15.389775,2.496534,7.568733
Gl 348A,31Tau1Hya,,17.334,3.396,-13.696743,10.590983,-0.837388
Gl 153A,,,17.337,7.975,3.43374,5.28837,16.149783
NN 3924,39    Ser,,17.3491,4.874,-8.875775,-14.371331,3.960759
Gl 670A,40Xi  Oph,,17.3551,3.193,-2.741337,-15.956245,-6.251407
GJ 1060A,,,17.3611,12.802,9.449172,12.193084,-7.965528
GJ 1060B,,,17.3611,12.602,9.449032,12.1929,-7.965976
Gl 484,10    CVn,,17.3762,4.75,-13.192666,-2.623591,11.001261
Gl 515,,,17.3762,11.11,-15.86784,-6.591122,-2.590866
Gl 153B,,,17.3822,10.099,3.441942,5.300133,16.192839
Gl 153C,,,17.3822,10.399,3.441911,5.300085,16.192691
Gl 327,,,17.3853,4.809,-11.930031,12.538813,-1.646538
,,,17.3974,8.088,3.064827,-6.28727,-15.929426
Gl 670B,,,17.3974,7.698,-2.74869,-15.994834,-6.267336
Gl 264,,,17.4155,7.465,-3.470064,12.134061,-12.002095
NN 3222A,,,17.4216,5.695,8.407955,10.344851,-11.216172
GJ 1024,,,17.4216,12.505,16.113878,4.065934,5.227168
NN 3833,,,17.4277,6.824,-12.559829,-8.309332,8.770999
NN 3109,,,17.4338,4.313,9.297155,4.45887,-14.057838
Gl 594,,,17.4368,3.433,-7.060857,-10.196187,-12.256524
Gl 241,,,17.4459,6.872,-2.854786,15.684808,7.083961
GJ 1211,,,17.452,13.981,-3.911609,-16.984121,0.90069
Gl 293.1A,,,17.4642,6.849,-8.595897,15.200011,-0.247697
Gl 446,,,17.4734,5.268,-15.065328,0.838098,-8.812314
NN 4133,,,17.4825,15.657,8.941209,-14.651493,-3.3206
Gl 81B,,,17.4856,9.487,9.498609,5.263072,-13.704842
Gl 397.1B,,,17.4886,14.986,-8.802786,3.578632,14.681807
NN 3021,,,17.4978,5.375,3.075498,0.217909,-17.224019
Gl 626,,,17.5193,7.612,-6.793243,-15.993878,2.227696
GJ 1274,,,17.5193,10.502,13.722599,-4.285387,10.012572
Gl 340B,,,17.5285,6.881,-11.702339,10.003493,8.380554
Gl 913,,,17.5408,8.35,12.023141,-0.066879,12.77186
NN 3113,,,17.5439,11.769,15.501564,7.780076,-2.638254
NN 3207,,,17.5439,10.289,9.16853,10.146121,-10.990118
NN 3572,,,17.5439,11.509,-12.254977,7.383316,10.153355
NN 3652,,,17.5439,11.669,-16.227209,3.212984,5.84319
NN 3740,,,17.5439,12.279,-5.434998,-1.013449,-16.64999
NN 3777,,,17.5439,11.579,-13.436734,-4.893605,-10.163428
NN 3812,,,17.5439,12.429,-12.446341,-6.538957,10.493764
NN 3963,,,17.5439,12.979,-5.624184,-14.539214,-8.047871
NN 4032,,,17.5439,11.469,-0.512099,-16.77701,5.104715
NN 4110,,,17.5439,11.869,6.216448,-15.610442,5.045623
NN 4117,,,17.5439,10.979,4.223132,-9.608363,14.058198
NN 4178,,,17.5439,11.879,8.022312,-7.797042,-13.514328
NN 4207,,,17.5439,11.349,11.91385,-8.442839,-9.724562
NN 4214A,,,17.5439,12.429,13.910919,-9.369706,5.1462
NN 4215B,,,17.5439,13.589,13.908862,-9.369811,5.151564
Gl 702.1,,,17.5531,4.718,0.396121,-14.19176,-10.322427
Gl 504,59    Vir,,17.5593,3.967,-16.359162,-5.694884,2.875153
Gl 788,,,17.5685,4.686,3.899623,-5.69941,16.154269
Gl 614,,,17.5716,5.386,-5.834455,-11.256434,12.165886
Gl 819A,,,17.5747,5.896,12.433419,-11.678513,-4.228689
NN 3425,,,17.6056,9.942,-1.990042,6.525367,16.23011
Gl 705.1,Iot Pav,,17.6118,4.241,0.37635,-8.259198,-15.550848
Gl 155,27Tau6Eri,,17.6274,2.989,8.889125,13.538595,-6.958253
GJ 1240,,,17.6274,6.299,6.762238,-15.909264,-3.446377
,,,17.6305,9.979,-1.758641,17.328863,2.729877
NN 3259,,,17.6367,14.638,8.698043,15.133201,2.526555
Gl 819B,,,17.646,8.967,12.484289,-11.725849,-4.245975
Gl 692,58    Oph,,17.6523,3.626,-1.184939,-16.360471,-6.522104
,,,17.6585,6.495,-5.672526,13.860408,9.355969
GJ 1007,,,17.6678,12.554,17.549198,1.298769,1.577972
NN 3919,,,17.6678,11.924,-7.813186,-12.220952,10.087301
Gl 580A,,,17.671,5.344,-11.71425,-13.222898,-0.416737
Gl 812B,,,17.6803,15.363,12.28069,-12.631232,-1.493207
Gl 812A,,,17.6866,10.632,12.286597,-12.633608,-1.494391
GJ 1145,,,17.6929,8.541,-15.375814,2.910494,-8.255428
GJ 1200,,,17.6991,11.68,-7.42501,-14.981709,5.790286
Gl 150.1B,,,17.7117,8.749,9.49558,14.061364,5.081392
Gl 776,,,17.7274,4.827,3.559782,-5.834946,-16.356595
NN 3671,,,17.7368,9.916,-16.120335,1.791617,-7.177672
Gl 429A,83    Leo,,17.7462,5.244,-17.535582,2.561653,0.932819
NN 3317,,,17.7462,6.244,4.373274,13.84333,-10.206091
Gl 354.1B,,,17.7462,15.254,-12.661655,9.472017,8.055496
GJ 1066,,,17.7588,7.603,6.836553,11.446424,-11.73098
Gl 151,,,17.762,13.943,9.387658,13.992984,5.617556
GJ 1131,,,17.762,13.093,-5.557454,2.954458,16.609471
Gl 779,15    Sge,,17.7683,4.552,8.754808,-14.555518,5.215768
GJ 1079,,,17.7715,6.451,2.19941,14.825278,-9.549867
Gl 542.1B,,,17.7841,12.05,-13.153776,-9.1254,-7.744641
Gl 354.1A,,,17.7936,5.799,-12.69339,9.501976,8.074989
NN 3998,,,17.7936,9.759,-3.331353,-17.142561,3.412756
Gl 649.1C,,,17.7999,6.678,-3.23709,-11.614258,13.094445
,,,17.8063,7.097,-15.310937,-4.270922,-8.024884
Gl 293.1B,,,17.8126,6.796,-8.767945,15.503112,-0.253184
Gl 501A,42Alp Com,,17.8253,3.065,-16.211012,-5.110375,5.368871
Gl 652,,,17.838,5.333,-3.758721,-15.20651,-8.534235
Gl 81A,Chi Eri,,17.8508,2.432,9.696827,5.372709,-13.991232
Gl 171.2B,,,17.8508,14.542,5.642626,14.845489,8.150046
NN 3890,,,17.854,9.741,-6.120433,-6.354988,15.521589
NN 3017,,,17.8571,13.051,15.464641,1.056302,-8.865954
NN 3120,,,17.8571,12.641,14.701111,7.766667,6.514002
NN 3141,,,17.8571,10.991,6.756994,4.359223,-15.94416
NN 3582,,,17.8571,12.971,-15.039339,8.448009,4.61795
GJ 1136B,,,17.8571,10.411,-13.50525,4.792276,-10.654499
NN 3634,,,17.8571,10.691,-14.737787,4.0472,-9.235465
NN 3696,,,17.8571,12.821,-13.149525,0.09716,12.081248
GJ 1168,,,17.8571,11.761,-15.914889,-5.254338,6.163138
NN 3791,,,17.8571,12.741,-14.660775,-6.404903,-7.931893
NN 3918,,,17.8571,11.191,-9.581046,-15.066204,0.298484
NN 3961,,,17.8571,10.741,-3.851272,-9.874025,-14.371756
GJ 2133,,,17.8571,12.261,-0.377575,-14.682575,-10.156547
NN 4296,,,17.8571,8.341,12.094137,-3.957354,12.528019
NN 4378A,,,17.8571,11.671,17.399674,-0.201634,-4.010825
NN 4379B,,,17.8571,11.721,17.399776,-0.2029,-4.010319
Gl 584A,2Eta CrB,,17.8635,3.73,-9.748862,-11.953838,9.009316
NN 3098,,,17.8635,9.9,15.243902,6.504961,-6.66435
Gl 240.1,,,17.8731,4.179,-0.64867,3.171604,17.577624
GJ 2037,,,17.8859,6.867,4.349849,15.09475,-8.551994
Gl 836.7,,,17.8859,4.697,14.359866,-9.638323,4.560369
Gl 743.1B,Gam CrA,,17.8923,3.737,4.078969,-13.679989,-10.782412
NN 4205,,,17.9019,10.746,8.975228,-6.590613,14.017387
,,,17.9051,5.645,-2.394779,16.880898,5.467441
Gl 397.1A,,,17.9115,8.364,-9.012315,3.654007,15.041529
Gl 419,68Del Leo,Zosma,17.9147,1.294,-16.442201,3.337108,6.280742
GJ 1144,,,17.9147,8.714,-17.015762,3.279096,-4.543992
Gl 787,,,17.9147,7.464,7.065626,-10.126874,-12.979577
,,,17.9276,8.042,-3.542425,-1.527659,-17.507607
Gl 292A,,,17.9437,3.74,-6.940256,13.016933,-10.216518
Gl 800A,,,17.9469,9.53,11.079552,-12.863836,-5.818767
Gl 230,,,17.9501,5.16,-1.016205,17.612983,3.310314
Gl 649.1B,,,17.9501,9.92,-3.255082,-11.713998,13.205787
Gl 429B,,,17.9565,6.309,-17.743656,2.59079,0.941752
Gl 339A,,,17.9598,6.638,-13.456982,11.812435,1.391277
Gl 171.2A,,,17.9662,6.828,5.677691,14.947421,8.19354
Gl 825.4A,,,17.9695,5.287,12.32396,-10.363004,-7.976564
GJ 1009,,,17.9791,9.886,15.274859,1.466366,-9.36891
Gl 512.1,70    Vir,,17.9856,3.695,-16.183798,-6.57404,4.283711
Gl 80,6Bet Ari,Sheratan,17.9856,1.365,14.752622,8.063457,6.389157
GJ 1241,,,17.9856,11.705,6.553172,-14.51034,8.365868
Gl 242,31Xi  Gem,,17.9986,2.074,-3.444569,17.203451,4.0169
,,,18.0018,7.803,2.159125,13.828481,-11.321489
Gl 508.1,Iot Cen,,18.0213,1.471,-13.562569,-4.976416,-10.773082
,,,18.0213,11.881,2.954247,-14.585095,-10.164384
Gl 292B,,,18.0245,7.321,-6.971882,13.075415,-10.262017
Gl 539,5The Cen,Menkent,18.0343,0.78,-12.358808,-7.624204,-10.694288
Gl 542.1A,,,18.0343,4.59,-13.33829,-9.254387,-7.853378
Gl 271B,,,18.0343,6.92,-5.727801,15.711527,6.751313
Gl 274A,62Rho Gem,,18.0473,2.878,-5.815731,14.195743,9.506008
Gl 84.2A,,,18.0832,8.994,10.841124,6.705677,12.830461
Gl 84.2B,,,18.0832,12.914,10.839224,6.704502,12.828212
Gl 490B,,,18.093,11.912,-14.315337,-3.679229,10.434839
Gl 315,,,18.1389,6.317,-11.415277,13.622713,3.623324
NN 3398,,,18.1488,12.926,-2.789584,17.55688,3.654191
,,,18.162,8.454,8.936549,-0.541651,15.801992
Gl 564,,,18.1719,4.563,-12.234877,-11.237106,7.365617
Gl 708.2,,,18.1785,8.882,1.233753,-17.60206,4.371133
NN 3051,,,18.1818,11.492,17.411971,3.409776,3.971715
GJ 2030B,,,18.1818,11.002,11.379753,13.964273,-2.465386
NN 3227,,,18.1818,12.102,9.972713,12.859197,8.109493
NN 3293,,,18.1818,10.702,6.390574,15.163825,-7.73284
NN 3307,,,18.1818,9.942,6.161655,17.091276,0.707213
NN 3388,,,18.1818,11.562,-0.690148,11.254613,14.263073
NN 3444,,,18.1818,16.102,-3.774298,8.889735,15.405677
GJ 1098,,,18.1818,15.082,-3.144937,7.274019,16.36386
NN 3485,,,18.1818,12.212,-9.805609,15.259008,1.261187
GJ 1120B,,,18.1818,8.192,-12.472109,12.332441,4.786614
NN 3590,,,18.1818,12.302,-13.919512,6.855192,9.477941
NN 3605,,,18.1818,12.532,-16.753025,7.064986,-0.001332
NN 4068,,,18.1818,11.922,0.4888,-3.090015,17.910632
NN 4099,,,18.1818,10.032,4.198431,-13.450412,11.490754
NN 4135,,,18.1818,11.862,5.710511,-9.342754,14.51485
NN 4165,,,18.1818,11.632,9.709533,-10.679347,11.062838
NN 4380,,,18.1818,11.712,17.109274,-0.168446,6.149978
Gl 503A,,,18.1984,3.6,-8.858292,-2.974795,-15.615439
,,,18.205,6.259,-13.309976,7.023568,10.24383
GJ 1199,,,18.2149,13.788,-8.087946,-15.775259,4.213432
Gl 365,,,18.2183,6.827,-11.082604,7.515648,12.35287
Gl 18,,,18.2249,6.617,16.142502,1.727432,-8.281533
NN 3973,,,18.2282,9.586,-5.365836,-16.704106,-4.944484
Gl 167.3,Eps Ret,,18.2382,3.135,4.063966,8.377204,-15.682734
NN 3221,,,18.2482,10.884,11.283878,13.856568,3.696816
Gl 634,,,18.2482,10.264,-4.410932,-12.364672,-12.671897
,,,18.2548,8.273,-4.287748,-14.863408,-9.691855
Gl 303,18Chi Cnc,,18.2715,3.821,-9.32358,13.3075,8.357022
Wo 9491,107Mu  Vir,,18.2715,2.561,-13.771311,-11.872446,-1.801463
Gl 622,,,18.2715,9.091,-6.811284,-15.519616,-6.826102
Gl 849.1,15Tau PsA,,18.2782,3.63,13.670951,-7.105556,-9.83382
Gl 418,,,18.2815,7.39,-17.847422,3.694354,1.428748
Gl 471.2,8Eta Crv,,18.2815,2.99,-17.384353,-2.448661,-5.09915
Gl 476,,,18.2849,10.09,-17.806993,-2.741694,3.121273
,,,18.2849,8.04,4.335376,-1.886467,-17.66318
Gl 158,,,18.2882,7.199,7.281111,13.034688,10.560881
Gl 649.1A,,,18.305,6.447,-3.319148,-11.945452,13.467008
Wo 9189,Pi  Men,,18.315,4.336,0.301659,3.017555,-18.062272
NN 3410,,,18.315,14.366,-3.754964,17.907851,0.805213
Gl 260,,,18.3251,5.495,-2.274828,8.490625,-16.079513
,,,18.3251,6.615,-2.043041,-10.980582,14.527977
Gl 463,,,18.3352,10.314,-7.988378,-0.804484,16.483953
Gl 765A,13The Cyg,,18.3352,3.174,4.792178,-10.707751,14.090766
GJ 1114,,,18.3385,10.223,-11.87121,12.760433,5.704936
NN 3768,,,18.3486,14.682,-1.515518,-0.467742,18.279923
Gl 254,,,18.3587,8.361,-3.888639,15.28971,9.388427
Gl 368,,,18.3688,3.76,-10.715267,6.919455,13.218119
Gl 830,,,18.406,7.785,14.257376,-10.935535,-3.986783
GJ 1225,,,18.4162,14.064,0.504466,-6.716945,17.140148
,,,18.4366,7.172,1.549083,-10.656126,-14.965143
GJ 1094,,,18.4434,7.051,-4.949176,17.632269,-2.183524
NN 4225,,,18.4502,10.66,13.681588,-8.862942,8.641315
Gl 822B,,,18.4809,4.066,13.656251,-12.030763,3.21111
Gl 543,,,18.4843,12.066,-15.052252,-10.459245,-2.349456
Gl 822A,7Del Equ,,18.4877,3.136,13.660962,-12.035259,3.212549
Gl 274B,,,18.498,11.164,-5.961118,14.55,9.743642
GJ 1106,,,18.5014,7.494,-7.546039,13.363654,-10.333048
Gl 293.2,,,18.5117,7.083,-8.223507,14.524226,-8.00638
Gl 38,,,18.5117,9.323,9.48222,2.167246,15.750178
GJ 1018,,,18.5185,11.312,14.592514,2.723497,-11.071402
NN 3056,,,18.5185,13.062,16.623455,3.468287,-7.386918
NN 3058,,,18.5185,11.722,12.890496,2.796221,12.99812
GJ 1039,,,18.5185,13.612,15.499978,6.059774,-8.121863
NN 3209,,,18.5185,10.092,8.098185,9.21223,13.874042
NN 3242,,,18.5185,11.362,9.613495,13.676852,7.966133
NN 3271,,,18.5185,10.822,1.969934,4.319577,17.899594
NN 3327,,,18.5185,11.632,4.289738,17.598399,-3.851403
NN 3479,,,18.5185,11.612,-7.79683,12.621709,11.083175
NN 3530,,,18.5185,10.272,-13.36457,12.786094,0.915907
NN 3558,,,18.5185,10.792,-11.317404,8.681818,11.810048
NN 3568,,,18.5185,12.042,-15.118356,9.857,4.148459
GJ 1146,,,18.5185,12.242,-18.154991,3.067387,1.98049
NN 3691,,,18.5185,13.262,-16.846165,0.51727,7.67294
GJ 1163,,,18.5185,11.622,-16.466552,-3.170648,7.857129
NN 3750,,,18.5185,14.222,-9.504677,-2.032767,15.762734
NN 3891,,,18.5185,12.012,-7.303279,-7.684329,15.183809
NN 4022,,,18.5185,11.212,-1.051572,-13.929949,-12.156709
NN 4134,,,18.5185,6.382,5.547739,-9.222487,15.069377
NN 4358,,,18.5185,10.072,9.031648,-0.785707,16.147658
NN 4370,,,18.5185,11.392,18.369714,-0.661377,2.247455
NN 4386,,,18.5185,11.482,13.305832,-0.013199,-12.87981
Gl 509B,,,18.5288,8.461,-15.105914,-5.764246,9.049931
Gl 271A,55Del Gem,,18.5391,2.16,-5.888392,16.151258,6.939513
Gl 711,58Eta Ser,,18.5426,1.889,1.719456,-18.438938,-0.937748
GJ 1186,,,18.5529,13.948,-13.204917,-12.489849,3.720746
Gl 249,,,18.5563,7.608,-2.80262,12.25165,13.652328
,,,18.5563,9.308,-8.704004,9.97889,-12.999936
Gl 351B,,,18.5563,3.308,-11.226498,8.559845,-12.042884
Gl 902.1,,,18.5701,5.836,15.558975,-1.371145,-10.044114
Gl 90,,,18.5805,5.785,5.856981,3.939779,17.187347
Gl 795B,,,18.5805,8.055,11.874912,-14.19963,1.609963
Gl 576,,,18.5874,8.484,-12.797119,-13.355452,1.826052
Gl 651,,,18.5874,5.414,-3.136571,-12.262044,13.611756
Gl 499B,,,18.5943,13.553,-16.668886,-4.957865,6.581114
Gl 765B,,,18.5943,11.653,4.859891,-10.859319,14.290019
Gl 912,,,18.5977,9.793,18.487615,-0.349898,-1.990007
Gl 715,,,18.615,6.691,2.418273,-18.447312,-0.590575
Gl 355,,,18.622,6.47,-14.610219,10.967058,-3.612152
GJ 1070,,,18.622,13.92,5.969021,13.180373,11.722946
Gl 584B,2Eta CrB,,18.622,4.61,-10.163052,-12.461021,9.391168
NN 4294,,,18.622,14.63,17.551483,-5.836378,-2.158944
